filename	scene_label
audio/shopping_mall-stockholm-136-4137-a.wav	indoor
audio/airport-london-5-244-a.wav	indoor
audio/airport-prague-1023-42171-a.wav	indoor
audio/shopping_mall-lisbon-1125-43094-a.wav	indoor
audio/shopping_mall-barcelona-126-3764-a.wav	indoor
audio/shopping_mall-prague-1031-41010-a.wav	indoor
audio/metro_station-london-69-2030-a.wav	indoor
audio/metro_station-london-69-2034-a.wav	indoor
audio/airport-stockholm-10-431-a.wav	indoor
audio/metro_station-barcelona-63-1905-a.wav	indoor
audio/metro_station-helsinki-67-2010-a.wav	indoor
audio/airport-vienna-14-568-a.wav	indoor
audio/shopping_mall-lyon-1043-40162-a.wav	indoor
audio/metro_station-helsinki-64-1937-a.wav	indoor
audio/shopping_mall-barcelona-126-3767-a.wav	indoor
audio/airport-vienna-14-570-a.wav	indoor
audio/airport-barcelona-2-110-a.wav	indoor
audio/shopping_mall-paris-134-4058-a.wav	indoor
audio/metro_station-prague-1019-42245-a.wav	indoor
audio/metro_station-london-76-2116-a.wav	indoor
audio/airport-lyon-1101-42838-a.wav	indoor
audio/shopping_mall-barcelona-125-3721-a.wav	indoor
audio/metro_station-prague-1118-40229-a.wav	indoor
audio/shopping_mall-lyon-1043-40855-a.wav	indoor
audio/shopping_mall-lyon-1066-41740-a.wav	indoor
audio/airport-lisbon-1122-43787-a.wav	indoor
audio/metro_station-london-75-2101-a.wav	indoor
audio/shopping_mall-stockholm-136-4108-a.wav	indoor
audio/metro_station-helsinki-64-1918-a.wav	indoor
audio/airport-barcelona-1-49-a.wav	indoor
audio/metro_station-vienna-87-2389-a.wav	indoor
audio/metro_station-prague-1130-43280-a.wav	indoor
audio/airport-paris-7-344-a.wav	indoor
audio/shopping_mall-prague-1053-40935-a.wav	indoor
audio/shopping_mall-lisbon-1002-41109-a.wav	indoor
audio/metro_station-lisbon-1021-42294-a.wav	indoor
audio/shopping_mall-helsinki-130-3883-a.wav	indoor
audio/shopping_mall-lyon-1066-40159-a.wav	indoor
audio/metro_station-lisbon-1007-43165-a.wav	indoor
audio/metro_station-barcelona-63-1908-a.wav	indoor
audio/metro_station-lyon-1028-41275-a.wav	indoor
audio/shopping_mall-lyon-1043-43645-a.wav	indoor
audio/metro_station-prague-1118-43997-a.wav	indoor
audio/airport-london-6-296-a.wav	indoor
audio/shopping_mall-helsinki-129-3868-a.wav	indoor
audio/airport-helsinki-3-143-a.wav	indoor
audio/metro_station-helsinki-64-1922-a.wav	indoor
audio/airport-stockholm-11-462-a.wav	indoor
audio/airport-barcelona-1-68-a.wav	indoor
audio/airport-barcelona-1-25-a.wav	indoor
audio/airport-stockholm-11-458-a.wav	indoor
audio/shopping_mall-paris-132-3983-a.wav	indoor
audio/shopping_mall-helsinki-130-3900-a.wav	indoor
audio/metro_station-prague-1019-40721-a.wav	indoor
audio/shopping_mall-vienna-138-4192-a.wav	indoor
audio/shopping_mall-barcelona-125-3709-a.wav	indoor
audio/airport-barcelona-1-68-a.wav	indoor
audio/airport-prague-1069-41895-a.wav	indoor
audio/airport-paris-7-317-a.wav	indoor
audio/shopping_mall-stockholm-136-4128-a.wav	indoor
audio/shopping_mall-stockholm-135-4090-a.wav	indoor
audio/metro_station-vienna-87-2377-a.wav	indoor
audio/shopping_mall-prague-1053-40935-a.wav	indoor
audio/metro_station-stockholm-84-2263-a.wav	indoor
audio/airport-helsinki-4-211-a.wav	indoor
audio/metro_station-prague-1019-43945-a.wav	indoor
audio/shopping_mall-vienna-140-4253-a.wav	indoor
audio/airport-paris-9-393-a.wav	indoor
audio/shopping_mall-vienna-139-4239-a.wav	indoor
audio/shopping_mall-stockholm-137-4151-a.wav	indoor
audio/shopping_mall-helsinki-128-3811-a.wav	indoor
audio/airport-prague-1023-42171-a.wav	indoor
audio/airport-prague-1034-40269-a.wav	indoor
audio/shopping_mall-paris-133-3998-a.wav	indoor
audio/shopping_mall-stockholm-135-4100-a.wav	indoor
audio/shopping_mall-lisbon-1002-42772-a.wav	indoor
audio/airport-stockholm-11-463-a.wav	indoor
audio/metro_station-barcelona-62-1876-a.wav	indoor
audio/airport-barcelona-1-27-a.wav	indoor
audio/shopping_mall-paris-134-4055-a.wav	indoor
audio/shopping_mall-vienna-138-4201-a.wav	indoor
audio/airport-helsinki-3-139-a.wav	indoor
audio/shopping_mall-barcelona-126-3750-a.wav	indoor
audio/metro_station-barcelona-61-1843-a.wav	indoor
audio/airport-barcelona-1-32-a.wav	indoor
audio/metro_station-stockholm-84-2263-a.wav	indoor
audio/shopping_mall-stockholm-137-4153-a.wav	indoor
audio/metro_station-barcelona-62-1877-a.wav	indoor
audio/airport-stockholm-10-436-a.wav	indoor
audio/shopping_mall-paris-133-4002-a.wav	indoor
audio/metro_station-stockholm-83-2243-a.wav	indoor
audio/metro_station-lisbon-1007-40007-a.wav	indoor
audio/shopping_mall-stockholm-135-4100-a.wav	indoor
audio/shopping_mall-prague-1031-43759-a.wav	indoor
audio/shopping_mall-paris-133-4005-a.wav	indoor
audio/airport-stockholm-12-502-a.wav	indoor
audio/airport-prague-1023-41343-a.wav	indoor
audio/metro_station-lisbon-1020-41574-a.wav	indoor
audio/metro_station-barcelona-62-1865-a.wav	indoor
audio/shopping_mall-lisbon-1002-43354-a.wav	indoor
audio/airport-lyon-1101-40173-a.wav	indoor
audio/shopping_mall-stockholm-137-4161-a.wav	indoor
audio/airport-vienna-13-548-a.wav	indoor
audio/metro_station-lyon-1077-42423-a.wav	indoor
audio/airport-vienna-13-533-a.wav	indoor
audio/metro_station-barcelona-62-1874-a.wav	indoor
audio/shopping_mall-lisbon-1002-40598-a.wav	indoor
audio/airport-london-5-248-a.wav	indoor
audio/shopping_mall-vienna-140-4280-a.wav	indoor
audio/airport-paris-8-366-a.wav	indoor
audio/metro_station-prague-1130-42687-a.wav	indoor
audio/airport-vienna-13-511-a.wav	indoor
audio/metro_station-lisbon-1021-42697-a.wav	indoor
audio/shopping_mall-paris-132-3974-a.wav	indoor
audio/metro_station-lisbon-1007-41242-a.wav	indoor
audio/metro_station-lisbon-1021-42364-a.wav	indoor
audio/metro_station-barcelona-63-1908-a.wav	indoor
audio/metro_station-stockholm-85-2288-a.wav	indoor
audio/airport-paris-7-320-a.wav	indoor
audio/metro_station-prague-1130-40308-a.wav	indoor
audio/metro_station-stockholm-83-2247-a.wav	indoor
audio/metro_station-lyon-1028-41278-a.wav	indoor
audio/shopping_mall-prague-1009-40135-a.wav	indoor
audio/shopping_mall-lyon-1066-43650-a.wav	indoor
audio/metro_station-prague-1019-40721-a.wav	indoor
audio/shopping_mall-prague-1009-40255-a.wav	indoor
audio/airport-lisbon-1122-43712-a.wav	indoor
audio/airport-vienna-13-517-a.wav	indoor
audio/shopping_mall-lyon-1043-43130-a.wav	indoor
audio/metro_station-barcelona-62-1864-a.wav	indoor
audio/shopping_mall-prague-1031-42651-a.wav	indoor
audio/airport-barcelona-2-98-a.wav	indoor
audio/metro_station-stockholm-85-2298-a.wav	indoor
audio/metro_station-prague-1130-42600-a.wav	indoor
audio/shopping_mall-barcelona-127-3797-a.wav	indoor
audio/shopping_mall-paris-134-4064-a.wav	indoor
audio/airport-vienna-13-546-a.wav	indoor
audio/shopping_mall-helsinki-129-3862-a.wav	indoor
audio/metro_station-vienna-88-2412-a.wav	indoor
audio/metro_station-prague-1019-43133-a.wav	indoor
audio/airport-lyon-1101-42602-a.wav	indoor
audio/airport-london-6-287-a.wav	indoor
audio/shopping_mall-prague-1009-42557-a.wav	indoor
audio/metro_station-helsinki-67-1984-a.wav	indoor
audio/metro_station-vienna-88-2409-a.wav	indoor
audio/metro_station-vienna-87-2379-a.wav	indoor
audio/airport-prague-1034-42456-a.wav	indoor
audio/metro_station-stockholm-84-2266-a.wav	indoor
audio/metro_station-vienna-88-2394-a.wav	indoor
audio/metro_station-lisbon-1021-40572-a.wav	indoor
audio/airport-london-5-234-a.wav	indoor
audio/airport-stockholm-12-482-a.wav	indoor
audio/airport-lisbon-1114-44053-a.wav	indoor
audio/shopping_mall-paris-134-4041-a.wav	indoor
audio/airport-barcelona-1-30-a.wav	indoor
audio/shopping_mall-paris-133-4021-a.wav	indoor
audio/shopping_mall-lyon-1066-42085-a.wav	indoor
audio/metro_station-lisbon-1021-41779-a.wav	indoor
audio/airport-lyon-1101-40386-a.wav	indoor
audio/metro_station-barcelona-63-1887-a.wav	indoor
audio/shopping_mall-stockholm-137-4164-a.wav	indoor
audio/shopping_mall-vienna-138-4203-a.wav	indoor
audio/metro_station-london-76-2111-a.wav	indoor
audio/metro_station-lisbon-1021-42294-a.wav	indoor
audio/metro_station-lisbon-1021-42294-a.wav	indoor
audio/airport-paris-7-333-a.wav	indoor
audio/shopping_mall-vienna-139-4235-a.wav	indoor
audio/airport-lyon-1095-44085-a.wav	indoor
audio/metro_station-lisbon-1020-40592-a.wav	indoor
audio/shopping_mall-helsinki-130-3895-a.wav	indoor
audio/airport-paris-8-353-a.wav	indoor
audio/airport-lisbon-1114-42529-a.wav	indoor
audio/airport-lyon-1101-42428-a.wav	indoor
audio/metro_station-helsinki-67-2007-a.wav	indoor
audio/shopping_mall-stockholm-135-4096-a.wav	indoor
audio/airport-barcelona-1-65-a.wav	indoor
audio/shopping_mall-stockholm-137-4150-a.wav	indoor
audio/airport-london-6-303-a.wav	indoor
audio/airport-helsinki-3-147-a.wav	indoor
audio/shopping_mall-lisbon-1125-41031-a.wav	indoor
audio/shopping_mall-barcelona-126-3751-a.wav	indoor
audio/airport-vienna-13-541-a.wav	indoor
audio/airport-vienna-13-528-a.wav	indoor
audio/shopping_mall-barcelona-126-3760-a.wav	indoor
audio/metro_station-lisbon-1020-42283-a.wav	indoor
audio/shopping_mall-paris-132-3969-a.wav	indoor
audio/metro_station-lisbon-1007-42903-a.wav	indoor
audio/shopping_mall-lisbon-1125-42074-a.wav	indoor
audio/shopping_mall-lyon-1043-41872-a.wav	indoor
audio/shopping_mall-lisbon-1137-41878-a.wav	indoor
audio/metro_station-barcelona-63-1909-a.wav	indoor
audio/shopping_mall-stockholm-135-4097-a.wav	indoor
audio/metro_station-stockholm-85-2305-a.wav	indoor
audio/airport-lisbon-1114-42954-a.wav	indoor
audio/shopping_mall-lyon-1066-42461-a.wav	indoor
audio/shopping_mall-london-131-3958-a.wav	indoor
audio/airport-barcelona-1-63-a.wav	indoor
audio/metro_station-paris-80-2166-a.wav	indoor
audio/metro_station-london-75-2099-a.wav	indoor
audio/metro_station-stockholm-84-2270-a.wav	indoor
audio/airport-prague-1015-41437-a.wav	indoor
audio/shopping_mall-lyon-1066-43777-a.wav	indoor
audio/shopping_mall-vienna-140-4272-a.wav	indoor
audio/shopping_mall-lisbon-1002-40002-a.wav	indoor
audio/metro_station-barcelona-62-1854-a.wav	indoor
audio/metro_station-stockholm-85-2312-a.wav	indoor
audio/metro_station-helsinki-66-1982-a.wav	indoor
audio/shopping_mall-lisbon-1137-42078-a.wav	indoor
audio/shopping_mall-stockholm-135-4068-a.wav	indoor
audio/metro_station-helsinki-67-2001-a.wav	indoor
audio/shopping_mall-lisbon-1137-42379-a.wav	indoor
audio/metro_station-lisbon-1020-40170-a.wav	indoor
audio/airport-lyon-1101-41703-a.wav	indoor
audio/shopping_mall-helsinki-129-3864-a.wav	indoor
audio/airport-barcelona-1-80-a.wav	indoor
audio/shopping_mall-stockholm-137-4147-a.wav	indoor
audio/airport-barcelona-1-46-a.wav	indoor
audio/airport-london-6-282-a.wav	indoor
audio/metro_station-stockholm-84-2249-a.wav	indoor
audio/airport-lyon-1095-41597-a.wav	indoor
audio/shopping_mall-london-131-3953-a.wav	indoor
audio/airport-paris-7-327-a.wav	indoor
audio/airport-lyon-1095-43917-a.wav	indoor
audio/shopping_mall-prague-1053-40769-a.wav	indoor
audio/shopping_mall-lyon-1043-42036-a.wav	indoor
audio/shopping_mall-stockholm-135-4084-a.wav	indoor
audio/metro_station-stockholm-84-2264-a.wav	indoor
audio/airport-lisbon-1000-43865-a.wav	indoor
audio/airport-vienna-14-569-a.wav	indoor
audio/metro_station-lyon-1028-41452-a.wav	indoor
audio/shopping_mall-prague-1009-43013-a.wav	indoor
audio/shopping_mall-lisbon-1137-42701-a.wav	indoor
audio/airport-lyon-1101-41913-a.wav	indoor
audio/shopping_mall-paris-133-4019-a.wav	indoor
audio/metro_station-stockholm-85-2285-a.wav	indoor
audio/airport-barcelona-1-82-a.wav	indoor
audio/shopping_mall-barcelona-127-3776-a.wav	indoor
audio/airport-vienna-13-560-a.wav	indoor
audio/airport-barcelona-1-16-a.wav	indoor
audio/metro_station-lisbon-1021-42567-a.wav	indoor
audio/shopping_mall-stockholm-136-4133-a.wav	indoor
audio/metro_station-lyon-1010-40100-a.wav	indoor
audio/shopping_mall-prague-1053-40771-a.wav	indoor
audio/metro_station-vienna-86-2338-a.wav	indoor
audio/metro_station-helsinki-64-1928-a.wav	indoor
audio/airport-helsinki-4-173-a.wav	indoor
audio/metro_station-lisbon-1007-42073-a.wav	indoor
audio/metro_station-helsinki-65-1962-a.wav	indoor
audio/shopping_mall-prague-1031-43971-a.wav	indoor
audio/metro_station-paris-79-2159-a.wav	indoor
audio/metro_station-stockholm-83-2216-a.wav	indoor
audio/metro_station-stockholm-84-2261-a.wav	indoor
audio/airport-vienna-13-534-a.wav	indoor
audio/airport-prague-1015-40439-a.wav	indoor
audio/airport-stockholm-11-476-a.wav	indoor
audio/airport-helsinki-3-126-a.wav	indoor
audio/airport-vienna-13-555-a.wav	indoor
audio/airport-lyon-1041-40868-a.wav	indoor
audio/metro_station-paris-78-2140-a.wav	indoor
audio/shopping_mall-helsinki-128-3828-a.wav	indoor
audio/airport-vienna-14-566-a.wav	indoor
audio/shopping_mall-paris-132-3983-a.wav	indoor
audio/shopping_mall-lisbon-1002-42610-a.wav	indoor
audio/metro_station-vienna-88-2414-a.wav	indoor
audio/metro_station-prague-1118-41075-a.wav	indoor
audio/metro_station-vienna-88-2420-a.wav	indoor
audio/airport-lisbon-1000-40647-a.wav	indoor
audio/airport-prague-1023-41426-a.wav	indoor
audio/shopping_mall-prague-1031-40617-a.wav	indoor
audio/metro_station-vienna-88-2402-a.wav	indoor
audio/airport-lisbon-1000-40528-a.wav	indoor
audio/shopping_mall-barcelona-126-3765-a.wav	indoor
audio/metro_station-lisbon-1020-41753-a.wav	indoor
audio/shopping_mall-barcelona-127-3791-a.wav	indoor
audio/airport-london-5-236-a.wav	indoor
audio/shopping_mall-barcelona-126-3738-a.wav	indoor
audio/shopping_mall-stockholm-137-4150-a.wav	indoor
audio/airport-lyon-1101-41603-a.wav	indoor
audio/shopping_mall-vienna-138-4198-a.wav	indoor
audio/shopping_mall-vienna-140-4264-a.wav	indoor
audio/metro_station-london-69-2029-a.wav	indoor
